"","4","6","8","10","12","Complexity","Type"
"00920 Sulfur metabolism [PATH:ko00920]",-0.883902633262539,-0.818731270421953,-0.753559907581367,-0.688388544740781,-0.623217181900194,0,"Core"
"00940 Phenylpropanoid biosynthesis [PATH:ko00940]",1.81762838620684,1.83157316711586,1.84551794802488,1.8594627289339,1.87340750984292,0,"Core"
"00960 Tropane, piperidine and pyridine alkaloid biosynthesis [PATH:ko00960]",-2.86266154672105,-2.76238766399475,-2.66211378126844,-2.56183989854214,-2.46156601581584,0,"Core"
"00970 Aminoacyl-tRNA biosynthesis [PATH:ko00970]",3.86316290334248,3.73575887143886,3.73058342485117,3.76642535039569,3.79666830833996,1,"Variable"
"00983 Drug metabolism - other enzymes [PATH:ko00983]",-1.6242757212867,-1.16503788311806,-1.26755821995592,-1.62666794547642,-1.85648224419908,1,"Variable"
"01053 Biosynthesis of siderophore group nonribosomal peptides [PATH:ko01053]",-2.48123300618886,-2.01455327449648,-2.12714450677734,-2.45802452744349,-2.73357295808675,2,"Variable"
"02010 ABC transporters [PATH:ko02010]",3.16825516152284,3.58886701441185,3.54536706803705,3.34208281759392,3.17274447424205,1,"Variable"
"02020 Two-component system [PATH:ko02020]",2.55635880647747,2.54558734621244,2.5348158859474,2.52404442568236,2.51327296541733,0,"Core"
"02030 Bacterial chemotaxis [PATH:ko02030]",1.56528069925315,2.36327349866373,2.28091766763117,1.78165115229407,1.35312722438946,1,"Variable"
"02040 Flagellar assembly [PATH:ko02040]",1.11610965462011,1.94850682299405,1.86757692970719,1.36723542175856,0.951116065945909,1,"Variable"
"02060 Phosphotransferase system (PTS) [PATH:ko02060]",1.22942014124635,1.50214830167444,1.41810708798757,1.26585728142263,1.16373268726524,1,"Variable"
"03010 Ribosome [PATH:ko03010]",3.22342030214272,3.08637162368399,3.08529459009652,3.13880706946526,3.16438261457017,1,"Variable"
"03013 RNA transport [PATH:ko03013]",-0.276320504499693,-0.176190166452488,-0.214621288287503,-0.306132108331125,-0.365699004271911,1,"Variable"
"03018 RNA degradation [PATH:ko03018]",2.87803590838946,2.73360696731617,2.73976445973199,2.77819883156175,2.80918984363256,1,"Variable"
"03020 RNA polymerase [PATH:ko03020]",2.81467627764493,2.72709288213579,2.7156070004005,2.74047056627387,2.76685565580717,1,"Variable"
"03030 DNA replication [PATH:ko03030]",2.64419088138734,2.53191967692987,2.52716481825614,2.56583292162804,2.59317704956205,1,"Variable"
"03060 Protein export [PATH:ko03060]",0.560665714049566,0.404464526014491,0.41287683156688,0.499323872721648,0.575836046681512,1,"Variable"
"03070 Bacterial secretion system [PATH:ko03070]",2.56809256236807,2.48078293131002,2.46987050731394,2.49834885448815,2.51757762808918,1,"Variable"
"03410 Base excision repair [PATH:ko03410]",1.56393219792882,1.43787796445508,1.44856770285508,1.48549916023385,1.49698587027579,1,"Variable"
"03420 Nucleotide excision repair [PATH:ko03420]",2.50049203987808,2.32913370968779,2.33506994346796,2.39415840368525,2.43503030596347,1,"Variable"
"03430 Mismatch repair [PATH:ko03430]",1.35451419021725,1.35221220719348,1.3499102241697,1.34760824114592,1.34530625812215,0,"Core"
"03440 Homologous recombination [PATH:ko03440]",2.42256362190348,2.42890503891957,2.43524645593567,2.44158787295176,2.44792928996785,0,"Core"
"04011 MAPK signaling pathway - yeast [PATH:ko04011]",-1.3482603204994,-1.65185147292236,-1.6418857607198,-1.49032146987049,-1.40326367849387,1,"Variable"
"04066 HIF-1 signaling pathway [PATH:ko04066]",1.09276541146904,0.954225303657219,0.939831215358076,0.98234937370692,1.03374254897181,1,"Variable"
"04070 Phosphatidylinositol signaling system [PATH:ko04070]",-0.42052280291501,-0.395891334121974,-0.371259865328939,-0.346628396535903,-0.321996927742867,0,"Core"
"04112 Cell cycle - Caulobacter [PATH:ko04112]",2.41558107610958,2.40738031439025,2.39917955267091,2.39097879095158,2.38277802923225,0,"Core"
"04113 Meiosis - yeast [PATH:ko04113]",-2.18040233769255,-2.20011542430779,-2.21982851092303,-2.23954159753828,-2.25925468415352,0,"Core"
"04122 Sulfur relay system [PATH:ko04122]",0.91836883466894,1.14329183233859,1.11311943183,1.00212118125622,0.885533592300145,1,"Variable"
"04141 Protein processing in endoplasmic reticulum [PATH:ko04141]",-2.79076367490667,-2.70328009424856,-2.61579651359044,-2.52831293293233,-2.44082935227422,0,"Core"
"04142 Lysosome [PATH:ko04142]",1.04262507237496,0.881022952426545,0.90439450124769,1.0445459553403,1.18723800630469,1,"Variable"
"04145 Phagosome [PATH:ko04145]",-4.79127885443999,-4.88721427877252,-4.98314970310506,-5.0790851274376,-5.17502055177014,0,"Core"
"04146 Peroxisome [PATH:ko04146]",1.58323836874363,1.29204867660286,1.31685488932285,1.44402597927498,1.57186866261152,1,"Variable"
"04151 PI3K-Akt signaling pathway [PATH:ko04151]",0.665675267051801,0.663079135993118,0.660483004934434,0.65788687387575,0.655290742817066,0,"Core"
"04210 Apoptosis [PATH:ko04210]",-3.69939880146639,-4.28605727616269,-4.33800137675107,-4.10423988545253,-3.69792397194773,1,"Variable"
"04626 Plant-pathogen interaction [PATH:ko04626]",0.655906060002339,0.481475665639103,0.492158815575279,0.553341786232211,0.593783735975649,1,"Variable"
"04910 Insulin signaling pathway [PATH:ko04910]",-1.71626290710517,-1.08803903461318,-1.08262030478588,-1.33001698033076,-1.58667128549226,1,"Variable"
"04940 Type I diabetes mellitus [PATH:ko04940]",-1.96120830790146,-1.82513498849124,-1.68906166908101,-1.55298834967079,-1.41691503026057,0,"Core"
"04974 Protein digestion and absorption [PATH:ko04974]",0.113572148229418,-0.163118087136452,-0.0599744453128087,0.127808500258814,0.32929417327163,1,"Variable"
"05010 Alzheimer's disease [PATH:ko05010]",-4.4625742787471,-3.69613514834149,-3.91626787541691,-3.93435639553213,-4.58972277273209,1,"Variable"
"05111 Vibrio cholerae pathogenic cycle [PATH:ko05111]",-1.12105435939366,-1.12266243205604,-1.12427050471842,-1.1258785773808,-1.12748665004319,0,"Core"
"05120 Epithelial cell signaling in Helicobacter pylori infection [PATH:ko05120]",1.26541371350978,1.06349152438692,1.09980025496712,1.21363229866848,1.27414638785399,1,"Variable"
"05132 Salmonella infection [PATH:ko05132]",-4.38740401865368,-4.17497831833294,-3.96255261801219,-3.75012691769144,-3.5377012173707,0,"Core"
"05134 Legionellosis [PATH:ko05134]",0.736816148257839,0.299351688885853,0.328708327755534,0.478928650403441,0.668661176371395,1,"Variable"
"05146 Amoebiasis [PATH:ko05146]",-4.50414123451111,-4.36440547376745,-4.22466971302379,-4.08493395228013,-3.94519819153647,0,"Core"
"05150 Staphylococcus aureus infection [PATH:ko05150]",-2.5945617026398,-2.5366886841677,-2.47881566569559,-2.42094264722349,-2.36306962875138,0,"Core"
"05200 Pathways in cancer [PATH:ko05200]",-2.32475726722237,-2.2607319322478,-2.19670659727323,-2.13268126229866,-2.06865592732409,0,"Core"
"05203 Viral carcinogenesis [PATH:ko05203]",0.0336415619737855,0.0371875343276212,0.0407335066814569,0.0442794790352927,0.0478254513891284,0,"Core"
"05215 Prostate cancer [PATH:ko05215]",-2.78806816587065,-3.3755014210485,-3.36331503486532,-3.09277330379004,-3.15370049910392,1,"Variable"
"05219 Bladder cancer [PATH:ko05219]",-4.56013512886071,-4.52786355276282,-4.49559197666493,-4.46332040056703,-4.43104882446914,0,"Core"
"05340 Primary immunodeficiency [PATH:ko05340]",-2.76473599133912,-2.06800310614587,-2.09300691064728,-2.54254775250672,-2.8958455454334,1,"Variable"
