"","4","6","8","10","12","Complexity","Type"
"algR; two-component system, LytT family, response regulator AlgR",-2.57071247044549,-2.83499404997925,-3.09927562951302,-3.36355720904679,-3.62783878858056,0,"Core"
"alkA; DNA-3-methyladenine glycosylase II [EC:3.2.2.21]",-2.67239789765061,-2.44377583433106,-2.2151537710115,-1.98653170769195,-1.75790964437239,0,"Core"
"allD; ureidoglycolate dehydrogenase [EC:1.1.1.154]",-2.72563278476882,-2.72653407101587,-2.72743535726292,-2.72833664350997,-2.72923792975702,0,"Core"
"alsA; D-allose transport system ATP-binding protein [EC:3.6.3.17]",-2.94350425493603,-2.29084102557928,-2.37455579559878,-2.84696981914521,-2.72021801890966,1,"Variable"
"amn; AMP nucleosidase [EC:3.2.2.4]",-1.57568454018035,-1.41842244973593,-1.26116035929151,-1.1038982688471,-0.946636178402679,0,"Core"
"aprA; adenylylsulfate reductase, subunit A [EC:1.8.99.2]",-2.51633231532171,-2.537550588569,-2.5587688618163,-2.5799871350636,-2.6012054083109,0,"Core"
"araB; L-ribulokinase [EC:2.7.1.16]",0.000375909736053455,0.0290660252648664,0.0577561407936794,0.0864462563224923,0.115136371851305,0,"Core"
"araD; L-ribulose-5-phosphate 4-epimerase [EC:5.1.3.4]",0.713119783139301,0.995510665567488,1.0210240076667,0.847682143030714,0.576835242100499,1,"Variable"
"araG; L-arabinose transport system ATP-binding protein [EC:3.6.3.17]",-1.9727502101176,-2.09482209969568,-2.21689398927376,-2.33896587885183,-2.46103776842991,0,"Core"
"arcC; carbamate kinase [EC:2.7.2.2]",0.850277400579115,1.35483461529309,1.34010177696197,0.991467009536854,0.741794094470162,1,"Variable"
"argA; amino-acid N-acetyltransferase [EC:2.3.1.1]",-2.10436023384545,-2.8635453548998,-2.82882082751355,-2.31023673043416,-2.27314184938378,1,"Variable"
"argD; acetylornithine/N-succinyldiaminopimelate aminotransferase [EC:2.6.1.11 http://2.6.1.17]",0.843272462407778,1.43572021383996,1.39416967905645,1.05636384870603,0.68715387631583,1,"Variable"
"argE; acetylornithine deacetylase [EC:3.5.1.16]",1.34837646357388,0.63246410207221,0.739705402111227,0.988668962142355,1.24711979233563,1,"Variable"
"argF2; N-succinyl-L-ornithine transcarbamylase [EC:2.1.3.11]",1.85696861951139,1.03343656564503,1.12626854778648,1.37954166630286,1.55994066775249,1,"Variable"
"argH, ASL; argininosuccinate lyase [EC:4.3.2.1]",2.47405543154134,2.16086923794434,2.2136457958906,2.32438028406571,2.3468405525378,2,"Variable"
"argJ; glutamate N-acetyltransferase / amino-acid N-acetyltransferase [EC:2.3.1.35 http://2.3.1.1]",0.649692303314011,1.27066261721979,1.1827740978828,0.865331425249364,0.61379234424192,1,"Variable"
"arnC, pmrF; undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase [EC:2.7.8.30]",-0.161328993644427,-0.248452515532559,-0.335576037420692,-0.422699559308824,-0.509823081196956,0,"Core"
"aroA; 3-phosphoshikimate 1-carboxyvinyltransferase [EC:2.5.1.19]",1.78963095743639,1.65029528369445,1.61451933348725,1.65373520475311,1.73140595887629,1,"Variable"
"AROA1, aroA; chorismate mutase [EC:5.4.99.5]",1.93088036483487,1.28703257953657,1.35379360362672,1.59630883489612,1.84931258341366,1,"Variable"
"AROA2, aroA; 3-deoxy-7-phosphoheptulonate synthase [EC:2.5.1.54]",0.13105577007307,0.580063747064551,0.618357833044245,0.407922492366084,0.231354785551641,1,"Variable"
"aroB; 3-dehydroquinate synthase [EC:4.2.3.4]",1.76415165295677,1.52884723977951,1.55458434942389,1.68781344863906,1.77310538114579,1,"Variable"
"aroD; 3-dehydroquinate dehydratase I [EC:4.2.1.10]",-1.12031781862588,-1.11058578079425,-1.10085374296261,-1.09112170513097,-1.08138966729934,0,"Core"
"aroE; shikimate dehydrogenase [EC:1.1.1.25]",1.60159574767534,1.3025513780342,1.31282569055322,1.42448484119058,1.53311473463142,1,"Variable"
"aroKB; shikimate kinase / 3-dehydroquinate synthase [EC:2.7.1.71 http://4.2.3.4]",-2.91853358017819,-2.84442278858609,-2.770311996994,-2.6962012054019,-2.62209041380981,0,"Core"
"asd; aspartate-semialdehyde dehydrogenase [EC:1.2.1.11]",2.35757590204759,2.08375007374039,2.07654538407046,2.18737826941859,2.30159953165925,1,"Variable"
"asnB, ASNS; asparagine synthase (glutamine-hydrolysing) [EC:6.3.5.4]",1.84724334822058,2.44195322103524,2.50815713773467,2.23612891035408,1.93873957528182,1,"Variable"
"ASP5; aspartate aminotransferase, chloroplastic [EC:2.6.1.1]",2.15408527032455,1.62453283929413,1.7003803612294,1.91137135744125,2.07003214218409,1,"Variable"
"aspA; aspartate ammonia-lyase [EC:4.3.1.1]",1.37597681598086,0.965195295735401,1.02227124949295,1.2211776959809,1.24267147362455,1,"Variable"
"atoC; two-component system, NtrC family, response regulator AtoC",-1.84687770536092,-1.84999439516499,-1.85311108496906,-1.85622777477313,-1.85934446457721,0,"Core"
"atoD; acetate CoA-transferase alpha subunit [EC:2.8.3.8]",-2.36815877364955,-2.49697664818205,-2.62579452271455,-2.75461239724705,-2.88343027177955,0,"Core"
"atoE; short-chain fatty acids transporter",-2.56809294679518,-1.82251088148282,-1.80658126196563,-2.12235458993573,-2.81988422257838,1,"Variable"
"ATPF0A, atpB; F-type H+-transporting ATPase subunit a [EC:3.6.3.14]",1.49271928040988,1.48116131255426,1.46960334469864,1.45804537684302,1.44648740898741,0,"Core"
"ATPF0B, atpF; F-type H+-transporting ATPase subunit b [EC:3.6.3.14]",-0.193009813232109,0.15820532963819,0.0609071828158998,-0.125937785059383,-0.130045473088632,1,"Variable"
"ATPF0C, atpE; F-type H+-transporting ATPase subunit c [EC:3.6.3.14]",0.652278686207053,0.638913128088762,0.625547569970471,0.61218201185218,0.598816453733889,0,"Core"
"ATPF1A, atpA; F-type H+-transporting ATPase subunit alpha [EC:3.6.3.14]",2.7707912499505,2.75835762793248,2.74592400591445,2.73349038389642,2.72105676187839,0,"Core"
"ATPF1D, atpH; F-type H+-transporting ATPase subunit delta [EC:3.6.3.14]",-0.602439351190298,-0.568404181133712,-0.534369011077125,-0.500333841020539,-0.466298670963953,0,"Core"
"ATPF1E, atpC; F-type H+-transporting ATPase subunit epsilon [EC:3.6.3.14]",0.314436858398652,0.228322844407047,0.142208830415442,0.0560948164238378,-0.0300191975677669,0,"Core"
"ATPF1G, atpG; F-type H+-transporting ATPase subunit gamma [EC:3.6.3.14]",1.50592163344808,1.61263697837242,1.62790228947803,1.55512877106544,1.42768211723452,1,"Variable"
"ATPVA, ntpA; V-type H+-transporting ATPase subunit A [EC:3.6.3.14]",0.99402417065676,0.989779532641849,0.985534894626939,0.981290256612028,0.977045618597117,0,"Core"
"ATPVB, ntpB; V-type H+-transporting ATPase subunit B [EC:3.6.3.14]",0.92162645735573,0.909151774947153,0.896677092538576,0.884202410129999,0.871727727721422,0,"Core"
"ATPVC, ntpC; V-type H+-transporting ATPase subunit C [EC:3.6.3.14]",-2.93461798333757,-2.97957547130325,-3.02453295926893,-3.06949044723461,-3.11444793520029,0,"Core"
"ATPVD, ntpD; V-type H+-transporting ATPase subunit D [EC:3.6.3.14]",-0.61898859883152,-0.128230847450908,-0.128657056570795,-0.289154942274954,-0.360937562535888,1,"Variable"
"ATPVE, ntpE; V-type H+-transporting ATPase subunit E [EC:3.6.3.14]",-2.25566744115824,-2.05928943824825,-1.86291143533825,-1.66653343242826,-1.47015542951827,0,"Core"
"ATPVF, ntpF; V-type H+-transporting ATPase subunit F [EC:3.6.3.14]",-2.11029522451323,-1.45712799090205,-1.43498328408349,-1.83361777733887,-2.18125859541146,1,"Variable"
"ATPVI, ntpI; V-type H+-transporting ATPase subunit I [EC:3.6.3.14]",0.085029763211025,0.139083328543722,0.193136893876419,0.247190459209116,0.301244024541813,0,"Core"
"ATPVK, ntpK; V-type H+-transporting ATPase subunit K [EC:3.6.3.14]",-0.51001908466442,-0.492710258590636,-0.475401432516852,-0.458092606443069,-0.440783780369285,0,"Core"
"atuF; geranyl-CoA carboxylase alpha subunit [EC:6.4.1.5]",-3.02377903447695,-2.8251458546566,-2.62651267483625,-2.4278794950159,-2.22924631519556,0,"Core"
"atzB; hydroxyatrazine ethylaminohydrolase [EC:3.5.99.3]",-1.35639866813171,-0.708039160015769,-0.61389020546736,-0.885893139839855,-1.23246385397943,1,"Variable"
"badH; 2-hydroxycyclohexanecarboxyl-CoA dehydrogenase [EC:1.1.1.-]",-3.39696596224594,-2.62010512134711,-2.7310301494969,-3.10892934122151,-3.1356973783943,1,"Variable"
"baeR; two-component system, OmpR family, response regulator BaeR",-2.08771188376454,-2.12741665962033,-2.16712143547612,-2.20682621133191,-2.2465309871877,0,"Core"
"baeS; two-component system, OmpR family, sensor histidine kinase BaeS [EC:2.7.13.3]",-2.39785268776058,-2.32637528838867,-2.25489788901677,-2.18342048964487,-2.11194309027296,0,"Core"
"barA; two-component system, NarL family, sensor histidine kinase BarA [EC:2.7.13.3]",-1.68100784235927,-1.82041025878571,-1.95981267521215,-2.09921509163859,-2.23861750806503,0,"Core"
"basR; two-component system, OmpR family, response regulator BasR",-2.77744142928449,-2.85476689607693,-2.93209236286937,-3.00941782966181,-3.08674329645425,0,"Core"
"bceA; bacitracin transport system ATP-binding protein",-1.42137994440159,-0.934550006151778,-1.10239596810334,-1.68356676765424,-1.98877431620419,1,"Variable"
"bcsA; cellulose synthase (UDP-forming) [EC:2.4.1.12]",-1.85934248292204,-1.85986806084235,-1.86039363876266,-1.86091921668297,-1.86144479460328,0,"Core"
"bgaB, lacA; beta-galactosidase [EC:3.2.1.23]",2.07934718641662,2.09280275263317,2.10625831884972,2.11971388506627,2.13316945128282,0,"Core"
"bglB; beta-glucosidase [EC:3.2.1.21]",0.205494516071078,0.264008407116857,0.322522298162636,0.381036189208415,0.439550080254195,0,"Core"
"bglX; beta-glucosidase [EC:3.2.1.21]",3.67956194319386,3.54623397451537,3.58687869265722,3.6696634807276,3.73163681318799,1,"Variable"
"bioA; adenosylmethionine-8-amino-7-oxononanoate aminotransferase [EC:2.6.1.62]",2.32840400433397,1.72903784260203,1.79567153994716,2.01375479802918,2.19892431664686,1,"Variable"
"bioB; biotin synthase [EC:2.8.1.6]",1.4262994742814,1.41909319914778,1.41188692401416,1.40468064888054,1.39747437374692,0,"Core"
"bioD; dethiobiotin synthetase [EC:6.3.3.3]",1.33947154698711,0.916806067827191,0.950854113581583,1.09780030613774,1.2493384191938,1,"Variable"
"bioF; 8-amino-7-oxononanoate synthase [EC:2.3.1.47]",2.32001256869639,1.67254094196647,1.75555863591908,2.0012578483769,2.21984585492021,1,"Variable"
"birA; BirA family transcriptional regulator, biotin operon repressor / biotin-[acetyl-CoA-carboxylase] ligase [EC:6.3.4.15]",1.04263195850844,1.04770929504326,1.05278663157808,1.0578639681129,1.06294130464772,0,"Core"
"butA; (R,R)-butanediol dehydrogenase / diacetyl reductase [EC:1.1.1.4 1.1.1.303]",-2.60734512759358,-2.66117602759284,-2.71500692759209,-2.76883782759135,-2.82266872759061,0,"Core"
"CAD; carbamoyl-phosphate synthase / aspartate carbamoyltransferase / dihydroorotase [EC:6.3.5.5 http://2.1.3.2 http://3.5.2.3]",-2.85506049532817,-2.96611695469982,-3.07717341407148,-3.18822987344314,-3.2992863328148,0,"Core"
"carA, CPA1; carbamoyl-phosphate synthase small subunit [EC:6.3.5.5]",2.20585266185758,2.00317125692949,2.01310524818511,2.05388871702341,2.0941872520321,1,"Variable"
"carB, CPA2; carbamoyl-phosphate synthase large subunit [EC:6.3.5.5]",3.71561437223153,3.56435113020735,3.56220370638709,3.63348987964525,3.70782971338057,1,"Variable"
"CARP, pepA; leucyl aminopeptidase [EC:3.4.11.1]",-0.987542472506724,-0.361446847969374,-0.272010710666541,-0.541478560205117,-0.872768798245301,1,"Variable"
"cbiB, cobD; adenosylcobinamide-phosphate synthase [EC:6.3.1.10]",1.34284693362369,1.04092791929175,0.971378330391324,1.01825172259042,0.963546029881793,1,"Variable"
"cbiD; cobalt-precorrin-5B (C1)-methyltransferase [EC:2.1.1.195]",0.913067767597171,0.975415894953875,1.03776402231058,1.10011214966728,1.16246027702399,0,"Core"
"cbiG; cobalt-precorrin 5A hydrolase [EC:3.7.1.12]",-1.06500858665789,-0.544728977477908,-0.681789256697478,-1.12752058545389,-1.5628087162291,1,"Variable"
"cbiM; cobalt/nickel transport system permease protein",0.660582095357848,0.643232698079289,0.62588330080073,0.608533903522171,0.591184506243612,0,"Core"
"cbiN; cobalt transport protein",-2.13677559221556,-1.50550202364875,-1.80513599805681,-2.47948640704994,-2.92572613136362,1,"Variable"
"cbiO; cobalt/nickel transport system ATP-binding protein",2.0667392145899,2.38925404412836,2.37595703066768,2.2315756251468,2.06410857321799,1,"Variable"
"cbiQ; cobalt/nickel transport system permease protein",0.51486964229559,1.04938470342249,0.985280873049193,0.732048393806779,0.521516511131426,1,"Variable"
"cbiT; cobalt-precorrin-7 (C15)-methyltransferase [EC:2.1.1.196]",-2.9596211125984,-2.55538338767196,-2.70069357874688,-3.21798335163154,-3.65225213474526,1,"Variable"
"cca; tRNA nucleotidyltransferase (CCA-adding enzyme) [EC:2.7.7.72 3.1.3.- 3.1.4.-]",0.554860559999007,0.960851926730188,0.899467793673307,0.670878895311354,0.472860545166834,1,"Variable"
"ccmA; heme exporter protein A [EC:3.6.3.41]",-2.36245679763381,-2.42049553660063,-2.47853427556745,-2.53657301453427,-2.59461175350109,0,"Core"
"ccmB; heme exporter protein B",-2.17411366871924,-2.35743235303134,-2.54075103734344,-2.72406972165554,-2.90738840596764,0,"Core"
"ccmC; heme exporter protein C",-1.70995688003661,-1.86380946191351,-2.0176620437904,-2.1715146256673,-2.3253672075442,0,"Core"
"ccrM; modification methylase [EC:2.1.1.72]",-0.137990725651362,-0.152300016270461,-0.166609306889559,-0.180918597508658,-0.195227888127756,0,"Core"
"cdhD; acetyl-CoA decarbonylase/synthase complex subunit delta [EC:2.1.1.245]",-1.42282492567732,-1.44235474020296,-1.4618845547286,-1.48141436925425,-1.50094418377989,0,"Core"
"cdhE; acetyl-CoA decarbonylase/synthase complex subunit gamma [EC:2.1.1.245]",-1.60776230798183,-0.962461767401183,-0.940943904793205,-1.25942478705546,-1.62544424071466,1,"Variable"
"CES2; carboxylesterase 2 [EC:3.1.1.1 http://3.1.1.84 http://3.1.1.56]",0.500518759474555,0.797965579828174,0.723366420306563,0.445806427740544,0.230164185531739,1,"Variable"
"cheA; two-component system, chemotaxis family, sensor kinase CheA [EC:2.7.13.3]",1.51427139443131,2.2045744326397,2.1482304319612,1.69328264278491,1.28192576464448,1,"Variable"
"cheB; two-component system, chemotaxis family, response regulator CheB [EC:3.1.1.61]",1.1676128238074,1.82050162835325,1.75748419772162,1.2912733008231,0.899992968952623,1,"Variable"
"cheC; chemotaxis protein CheC",0.0339456461734384,0.566597103434238,0.523413099801852,0.115797444089218,-0.423192441744615,1,"Variable"
"cheD; chemotaxis protein CheD [EC:3.5.1.44]",0.0308465518411447,0.789178904322422,0.688673117778102,0.216769189533088,-0.275939327345724,1,"Variable"
"cheR; chemotaxis protein methyltransferase CheR [EC:2.1.1.80]",0.407887367473346,1.04582708438142,0.985179726308904,0.550495207438987,0.125297564888503,1,"Variable"
"cheV; two-component system, chemotaxis family, response regulator CheV",0.504247685587443,1.21117096655665,1.18598557542473,0.784624813042473,0.402002043878734,1,"Variable"
"cheW; purine-binding chemotaxis protein CheW",-0.312455899401832,0.500953714290629,0.425460916657587,-0.0909909560515074,-0.469078682669099,1,"Variable"
"cheX; chemotaxis protein CheX",-2.89879977037567,-2.34522761834386,-2.61520059776951,-3.3373950684626,-3.93428077073002,1,"Variable"
"cheY; two-component system, chemotaxis family, response regulator CheY",0.781185260555302,1.37676444373851,1.39013587069417,1.03757439562926,0.581724978477352,1,"Variable"
"cimA; D-citramalate synthase [EC:2.3.1.182]",1.58978565759319,0.955860748567159,1.09241628242297,1.27982897919761,1.43309878637728,1,"Variable"
"citC; [citrate (pro-3S)-lyase] ligase [EC:6.2.1.22]",-1.6569530394971,-1.03856967136005,-0.902176158357036,-1.03626857507991,-1.17075171869577,1,"Variable"
"citD; citrate lyase subunit gamma [EC:4.1.3.6]",-2.50021165723381,-2.49926672965566,-2.49832180207751,-2.49737687449936,-2.49643194692121,0,"Core"
"citF; citrate lyase subunit alpha / citrate CoA-transferase [EC:4.1.3.6 http://2.8.3.10]",-0.193938519241937,-0.137901380958942,-0.0818642426759459,-0.0258271043929501,0.0302100338900457,0,"Core"
"clpP, CLPP; ATP-dependent Clp protease, protease subunit [EC:3.4.21.92]",2.38708950007912,2.37308532538105,2.35908115068297,2.34507697598489,2.33107280128682,0,"Core"
"cls; cardiolipin synthase [EC:2.7.8.-]",1.93097947705323,1.85325835111174,1.8533846858685,1.89301769203009,1.94986950783113,1,"Variable"
"cmk; cytidylate kinase [EC:2.7.4.14]",1.60016705054518,1.59364168169755,1.58711631284993,1.58059094400231,1.57406557515468,0,"Core"
"cmpD; bicarbonate transport system ATP-binding protein [EC:3.6.3.-]",0.417018029838932,0.797441076605305,0.884710952389608,0.774901069434344,0.55071099393118,1,"Variable"
"coaBC, dfp; phosphopantothenoylcysteine decarboxylase / phosphopantothenate--cysteine ligase [EC:4.1.1.36 http://6.3.2.5]",2.12404602953219,1.74581705874067,1.81009196339567,1.97271925760964,1.98541094867418,1,"Variable"
"coaE; dephospho-CoA kinase [EC:2.7.1.24]",-0.0285716322059391,0.0355734214049467,0.0997184750158325,0.163863528626718,0.228008582237604,0,"Core"
"coaW; type II pantothenate kinase [EC:2.7.1.33]",-2.39860593720975,-2.02689823817717,-1.65519053914458,-1.28348284011199,-0.911775141079398,0,"Core"
"cobA-hemD; uroporphyrinogen III methyltransferase / synthase [EC:2.1.1.107 http://4.2.1.75]",-0.686125632711346,0.046176479034535,-0.0258105361059466,-0.475700948296377,-0.641796020068118,1,"Variable"
"cobA; uroporphyrin-III C-methyltransferase [EC:2.1.1.107]",-1.31435738243681,-0.723332755482319,-0.758061359012511,-1.07095673490309,-1.32988006154944,1,"Variable"
"cobB-cbiA; cobyrinic acid a,c-diamide synthase [EC:6.3.5.9 http://6.3.5.11]",0.829507559054154,0.988512427749175,1.0063524315675,0.934362932651646,0.813450330689518,1,"Variable"
