"","4","6","8","10","12","Complexity","Type"
"aroD; 3-dehydroquinate dehydratase I [EC:4.2.1.10]",-0.972049468367841,-1.07393544184307,-1.1758214153183,-1.27770738879352,-1.37959336226875,0,"Core"
"aroE; shikimate dehydrogenase [EC:1.1.1.25]",1.45024901835527,1.45245409842584,1.45465917849641,1.45686425856698,1.45906933863754,0,"Core"
"aroKB; shikimate kinase / 3-dehydroquinate synthase [EC:2.7.1.71 http://4.2.3.4]",-2.96938005729334,-2.94354013701856,-2.91770021674378,-2.89186029646899,-2.86602037619421,0,"Core"
"asd; aspartate-semialdehyde dehydrogenase [EC:1.2.1.11]",2.2045111552128,2.22108472333962,2.23765829146645,2.25423185959327,2.2708054277201,0,"Core"
"asnB, ASNS; asparagine synthase (glutamine-hydrolysing) [EC:6.3.5.4]",2.10859512638108,2.11913814985132,2.12968117332155,2.14022419679178,2.15076722026201,0,"Core"
"ASP5; aspartate aminotransferase, chloroplastic [EC:2.6.1.1]",1.83387945807625,1.91198537499661,1.99009129191696,2.06819720883731,2.14630312575766,0,"Core"
"aspA; aspartate ammonia-lyase [EC:4.3.1.1]",1.01318835031081,1.12344483435591,1.23370131840101,1.34395780244611,1.45421428649121,0,"Core"
"atoC; two-component system, NtrC family, response regulator AtoC",-1.88638316935398,-1.88543939141322,-1.88449561347245,-1.88355183553169,-1.88260805759093,0,"Core"
"atoD; acetate CoA-transferase alpha subunit [EC:2.8.3.8]",-2.89826718983311,-2.89448497233325,-2.89070275483339,-2.88692053733353,-2.88313831983367,0,"Core"
"atoE; short-chain fatty acids transporter",-2.52876311707588,-2.57762006401517,-2.62647701095445,-2.67533395789374,-2.72419090483303,0,"Core"
"ATPF0A, atpB; F-type H+-transporting ATPase subunit a [EC:3.6.3.14]",1.48210258218521,1.50320685846921,1.52431113475322,1.54541541103723,1.56651968732124,0,"Core"
"ATPF0B, atpF; F-type H+-transporting ATPase subunit b [EC:3.6.3.14]",0.121772466834164,0.0357446114326435,-0.0502832439688767,-0.136311099370397,-0.222338954771917,0,"Core"
"ATPF0C, atpE; F-type H+-transporting ATPase subunit c [EC:3.6.3.14]",0.617455217213979,0.634596458585947,0.651737699957916,0.668878941329884,0.686020182701852,0,"Core"
"ATPF1A, atpA; F-type H+-transporting ATPase subunit alpha [EC:3.6.3.14]",2.79710523311883,2.8124324422137,2.82775965130857,2.84308686040344,2.85841406949831,0,"Core"
"ATPF1D, atpH; F-type H+-transporting ATPase subunit delta [EC:3.6.3.14]",-0.348838089744838,-0.43196269794981,-0.515087306154783,-0.598211914359755,-0.681336522564727,0,"Core"
"ATPF1E, atpC; F-type H+-transporting ATPase subunit epsilon [EC:3.6.3.14]",0.250033737490933,0.194256961488073,0.138480185485213,0.0827034094823535,0.0269266334794935,0,"Core"
"ATPF1G, atpG; F-type H+-transporting ATPase subunit gamma [EC:3.6.3.14]",1.57739435577152,1.57601617346322,1.57463799115493,1.57325980884664,1.57188162653834,0,"Core"
"ATPVA, ntpA; V-type H+-transporting ATPase subunit A [EC:3.6.3.14]",1.08400404306148,0.998898671877448,0.913793300693416,0.828687929509385,0.743582558325354,0,"Core"
"ATPVB, ntpB; V-type H+-transporting ATPase subunit B [EC:3.6.3.14]",0.963297617333868,0.866723471115257,0.770149324896646,0.673575178678035,0.577001032459424,0,"Core"
"ATPVC, ntpC; V-type H+-transporting ATPase subunit C [EC:3.6.3.14]",-2.91032252161648,-2.97518780141854,-3.04005308122059,-3.10491836102265,-3.16978364082471,0,"Core"
"ATPVD, ntpD; V-type H+-transporting ATPase subunit D [EC:3.6.3.14]",-0.271783668959083,-0.331932175775177,-0.39208068259127,-0.452229189407364,-0.512377696223458,0,"Core"
"ATPVE, ntpE; V-type H+-transporting ATPase subunit E [EC:3.6.3.14]",-2.15595699701137,-2.00989738876176,-1.86383778051216,-1.71777817226256,-1.57171856401296,0,"Core"
"ATPVF, ntpF; V-type H+-transporting ATPase subunit F [EC:3.6.3.14]",-1.62813994662479,-1.7752984081336,-1.92245686964241,-2.06961533115122,-2.21677379266003,0,"Core"
"ATPVI, ntpI; V-type H+-transporting ATPase subunit I [EC:3.6.3.14]",0.314008576274649,0.247929483337815,0.181850390400982,0.115771297464149,0.0496922045273154,0,"Core"
"ATPVK, ntpK; V-type H+-transporting ATPase subunit K [EC:3.6.3.14]",-0.424947397819675,-0.515144382903048,-0.60534136798642,-0.695538353069792,-0.785735338153164,0,"Core"
"atuF; geranyl-CoA carboxylase alpha subunit [EC:6.4.1.5]",-2.72442212490323,-2.60001834987572,-2.47561457484821,-2.3512107998207,-2.22680702479319,0,"Core"
"atzB; hydroxyatrazine ethylaminohydrolase [EC:3.5.99.3]",-1.29530988384113,-1.20566637336714,-1.11602286289314,-1.02637935241915,-0.936735841945155,0,"Core"
"badH; 2-hydroxycyclohexanecarboxyl-CoA dehydrogenase [EC:1.1.1.-]",-3.18055737449509,-3.18680256505243,-3.19304775560977,-3.19929294616711,-3.20553813672445,0,"Core"
"baeR; two-component system, OmpR family, response regulator BaeR",-2.09104640063928,-2.17189375970389,-2.25274111876851,-2.33358847783312,-2.41443583689773,0,"Core"
"baeS; two-component system, OmpR family, sensor histidine kinase BaeS [EC:2.7.13.3]",-2.53711405446146,-2.47808777330497,-2.41906149214848,-2.360035210992,-2.30100892983551,0,"Core"
"barA; two-component system, NarL family, sensor histidine kinase BarA [EC:2.7.13.3]",-2.09228737724168,-2.19816447544295,-2.30404157364421,-2.40991867184548,-2.51579577004674,0,"Core"
"basR; two-component system, OmpR family, response regulator BasR",-2.98994141208956,-2.93946770763414,-2.88899400317872,-2.8385202987233,-2.78804659426788,0,"Core"
"bceA; bacitracin transport system ATP-binding protein",-1.13189831215424,-1.25536420082382,-1.37883008949339,-1.50229597816297,-1.62576186683254,0,"Core"
"bcsA; cellulose synthase (UDP-forming) [EC:2.4.1.12]",-1.60817631307526,-1.65343360949918,-1.69869090592309,-1.74394820234701,-1.78920549877093,0,"Core"
"bgaB, lacA; beta-galactosidase [EC:3.2.1.23]",2.07802317651592,2.08318834659837,2.08835351668081,2.09351868676326,2.0986838568457,0,"Core"
"bglB; beta-glucosidase [EC:3.2.1.21]",0.10053797768623,0.204004498982912,0.307471020279594,0.410937541576276,0.514404062872958,0,"Core"
"bglX; beta-glucosidase [EC:3.2.1.21]",3.58961059024365,3.65164182965815,3.71367306907265,3.77570430848715,3.83773554790165,0,"Core"
"bioA; adenosylmethionine-8-amino-7-oxononanoate aminotransferase [EC:2.6.1.62]",1.94104078919318,2.00584273643597,2.07064468367875,2.13544663092153,2.20024857816432,0,"Core"
"bioB; biotin synthase [EC:2.8.1.6]",1.50986390954797,1.49478339643841,1.47970288332884,1.46462237021928,1.44954185710971,0,"Core"
"bioD; dethiobiotin synthetase [EC:6.3.3.3]",1.0930816901361,1.14038068958364,1.18767968903119,1.23497868847873,1.28227768792628,0,"Core"
"bioF; 8-amino-7-oxononanoate synthase [EC:2.3.1.47]",1.87911425950029,1.97080920540071,2.06250415130113,2.15419909720155,2.24589404310197,0,"Core"
"birA; BirA family transcriptional regulator, biotin operon repressor / biotin-[acetyl-CoA-carboxylase] ligase [EC:6.3.4.15]",1.08367752279698,1.09882027370964,1.1139630246223,1.12910577553496,1.14424852644762,0,"Core"
"butA; (R,R)-butanediol dehydrogenase / diacetyl reductase [EC:1.1.1.4 1.1.1.303]",-2.84313543218152,-2.77587929194338,-2.70862315170525,-2.64136701146712,-2.57411087122899,0,"Core"
"CAD; carbamoyl-phosphate synthase / aspartate carbamoyltransferase / dihydroorotase [EC:6.3.5.5 http://2.1.3.2 http://3.5.2.3]",-2.76137130627018,-2.78318031580602,-2.80498932534187,-2.82679833487771,-2.84860734441355,0,"Core"
"carA, CPA1; carbamoyl-phosphate synthase small subunit [EC:6.3.5.5]",2.11599941780855,2.12589811671985,2.13579681563115,2.14569551454245,2.15559421345375,0,"Core"
"carB, CPA2; carbamoyl-phosphate synthase large subunit [EC:6.3.5.5]",3.60017506494715,3.6453577864402,3.69054050793325,3.73572322942629,3.78090595091934,0,"Core"
"CARP, pepA; leucyl aminopeptidase [EC:3.4.11.1]",-0.761541424302753,-0.716813328068409,-0.672085231834065,-0.627357135599721,-0.582629039365378,0,"Core"
"cbiB, cobD; adenosylcobinamide-phosphate synthase [EC:6.3.1.10]",1.1764181700583,1.15746520716648,1.13851224427466,1.11955928138284,1.10060631849102,0,"Core"
"cbiD; cobalt-precorrin-5B (C1)-methyltransferase [EC:2.1.1.195]",0.896700345138003,1.00693232999138,1.11716431484476,1.22739629969813,1.33762828455151,0,"Core"
"cbiG; cobalt-precorrin 5A hydrolase [EC:3.7.1.12]",-0.888395032699503,-0.958474539911576,-1.02855404712365,-1.09863355433572,-1.1687130615478,0,"Core"
"cbiM; cobalt/nickel transport system permease protein",0.650740010254506,0.692747567761589,0.734755125268672,0.776762682775754,0.818770240282837,0,"Core"
"cbiN; cobalt transport protein",-1.55223493540912,-1.78125560091884,-2.01027626642855,-2.23929693193827,-2.46831759744799,0,"Core"
"cbiO; cobalt/nickel transport system ATP-binding protein",2.2702999577481,2.26065207976078,2.25100420177346,2.24135632378614,2.23170844579882,0,"Core"
"cbiQ; cobalt/nickel transport system permease protein",0.87613474638017,0.81639216446589,0.756649582551609,0.696907000637329,0.637164418723048,0,"Core"
"cbiT; cobalt-precorrin-7 (C15)-methyltransferase [EC:2.1.1.196]",-2.68890776618125,-2.84908049336775,-3.00925322055425,-3.16942594774075,-3.32959867492725,0,"Core"
"cca; tRNA nucleotidyltransferase (CCA-adding enzyme) [EC:2.7.7.72 3.1.3.- 3.1.4.-]",0.843693575843224,0.794937422117682,0.74618126839214,0.697425114666599,0.648668960941057,0,"Core"
"ccmA; heme exporter protein A [EC:3.6.3.41]",-2.05288267414767,-2.19809338469766,-2.34330409524764,-2.48851480579763,-2.63372551634761,0,"Core"
"ccmB; heme exporter protein B",-2.44533703060888,-2.51765124725217,-2.58996546389547,-2.66227968053877,-2.73459389718206,0,"Core"
"ccmC; heme exporter protein C",-1.99148650633496,-2.07827225406441,-2.16505800179386,-2.2518437495233,-2.33862949725275,0,"Core"
"ccrM; modification methylase [EC:2.1.1.72]",-0.204975011552234,-0.102431164056877,0.000112683438479588,0.102656530933837,0.205200378429194,0,"Core"
"cdhD; acetyl-CoA decarbonylase/synthase complex subunit delta [EC:2.1.1.245]",-1.68947843365075,-1.63704832010206,-1.58461820655337,-1.53218809300468,-1.47975797945599,0,"Core"
"cdhE; acetyl-CoA decarbonylase/synthase complex subunit gamma [EC:2.1.1.245]",-1.38859486666005,-1.3689610807757,-1.34932729489135,-1.329693509007,-1.31005972312265,0,"Core"
"CES2; carboxylesterase 2 [EC:3.1.1.1 http://3.1.1.84 http://3.1.1.56]",0.746808486934162,0.648176454791755,0.549544422649347,0.45091239050694,0.352280358364532,0,"Core"
"cheA; two-component system, chemotaxis family, sensor kinase CheA [EC:2.7.13.3]",1.81827992350332,1.7435999869249,1.66892005034648,1.59424011376806,1.51956017718965,0,"Core"
"cheB; two-component system, chemotaxis family, response regulator CheB [EC:3.1.1.61]",1.49529329080299,1.40604001896757,1.31678674713216,1.22753347529674,1.13828020346132,0,"Core"
"cheC; chemotaxis protein CheC",0.188889767166659,0.125361966338665,0.0618341655106705,-0.00169363531732364,-0.0652214361453177,0,"Core"
"cheD; chemotaxis protein CheD [EC:3.5.1.44]",0.425089380205146,0.345377256351353,0.265665132497561,0.185953008643768,0.106240884789976,0,"Core"
"cheR; chemotaxis protein methyltransferase CheR [EC:2.1.1.80]",0.659409703389164,0.59068927559595,0.521968847802736,0.453248420009522,0.384527992216308,0,"Core"
"cheV; two-component system, chemotaxis family, response regulator CheV",0.889266939786354,0.816574642943984,0.743882346101614,0.671190049259244,0.598497752416874,0,"Core"
"cheW; purine-binding chemotaxis protein CheW",0.0904730365998682,0.000543713555761605,-0.089385609488345,-0.179314932532452,-0.269244255576558,0,"Core"
"cheX; chemotaxis protein CheX",-2.65008354626982,-2.8285667915032,-3.00705003673658,-3.18553328196997,-3.36401652720335,0,"Core"
"cheY; two-component system, chemotaxis family, response regulator CheY",0.957129128748188,0.925354916382721,0.893580704017253,0.861806491651786,0.830032279286318,0,"Core"
"cimA; D-citramalate synthase [EC:2.3.1.182]",1.20701698410089,1.29924654707895,1.39147611005701,1.48370567303507,1.57593523601313,0,"Core"
"citC; [citrate (pro-3S)-lyase] ligase [EC:6.2.1.22]",-1.37796290260033,-1.37348167922724,-1.36900045585415,-1.36451923248106,-1.36003800910798,0,"Core"
"citD; citrate lyase subunit gamma [EC:4.1.3.6]",-2.27536330184962,-2.28277724190471,-2.2901911819598,-2.2976051220149,-2.30501906206999,0,"Core"
"citF; citrate lyase subunit alpha / citrate CoA-transferase [EC:4.1.3.6 http://2.8.3.10]",0.0102627119291985,0.00570528177720636,0.00114785162521424,-0.00340957852677789,-0.00796700867877002,0,"Core"
"clpP, CLPP; ATP-dependent Clp protease, protease subunit [EC:3.4.21.92]",2.30206890964481,2.37116005602581,2.41303049518644,2.36203081831835,2.25210799169879,1,"Variable"
"cls; cardiolipin synthase [EC:2.7.8.-]",1.9212011952913,1.91747255426625,1.9137439132412,1.91001527221615,1.9062866311911,0,"Core"
"cmk; cytidylate kinase [EC:2.7.4.14]",1.56697464120436,1.60584430500752,1.64471396881067,1.68358363261382,1.72245329641697,0,"Core"
"cmpD; bicarbonate transport system ATP-binding protein [EC:3.6.3.-]",0.742347912387839,0.707718254461793,0.673088596535748,0.638458938609702,0.603829280683656,0,"Core"
"coaBC, dfp; phosphopantothenoylcysteine decarboxylase / phosphopantothenate--cysteine ligase [EC:4.1.1.36 http://6.3.2.5]",1.97112531638134,1.97073972869988,1.97035414101843,1.96996855333697,1.96958296565551,0,"Core"
"coaE; dephospho-CoA kinase [EC:2.7.1.24]",0.00783261395835298,0.0710200294304894,0.134207444902626,0.197394860374762,0.260582275846898,0,"Core"
"coaW; type II pantothenate kinase [EC:2.7.1.33]",-2.01144149992271,-1.8324243137411,-1.65340712755949,-1.47438994137788,-1.29537275519627,0,"Core"
"cobA-hemD; uroporphyrinogen III methyltransferase / synthase [EC:2.1.1.107 http://4.2.1.75]",-0.136527056282291,-0.267319830822375,-0.39811260536246,-0.528905379902544,-0.659698154442628,0,"Core"
"cobA; uroporphyrin-III C-methyltransferase [EC:2.1.1.107]",-0.886814854848775,-0.953671587389982,-1.02052831993119,-1.0873850524724,-1.1542417850136,0,"Core"
"cobB-cbiA; cobyrinic acid a,c-diamide synthase [EC:6.3.5.9 http://6.3.5.11]",0.891103480041325,0.924803157697452,0.95850283535358,0.992202513009708,1.02590219066584,0,"Core"
"cobC2, cobC, phpB; alpha-ribazole phosphatase [EC:3.1.3.73]",-2.34287397370521,-2.70375284272939,-3.06463171175357,-3.42551058077775,-3.78638944980193,0,"Core"
